step,reward,x,y,x_vel,y_vel,theta,theta_vel,leg_1,leg_2,main_eng,side_eng
1.0,-0.9955902115490801,0.004325198940932751,1.3958711624145508,0.21368253231048584,-0.347258061170578,-0.0033295166213065386,-0.01582576148211956,0.0,0.0,-0.985625057906125,-0.8825916103366801
2.0,-0.9784525118029694,0.006388855166733265,1.387463092803955,0.2054976522922516,-0.37369632720947266,-0.002477993257343769,0.017032012343406677,0.0,0.0,-0.9335126440406143,-1.0168997158959592
3.0,-0.8825539533441645,0.008381938561797142,1.37844717502594,0.19665105640888214,-0.4007103145122528,0.00014610188372898847,0.05248688906431198,0.0,0.0,-0.7424675169709372,-0.903004162468211
4.0,-1.5595073056896411,0.01031026802957058,1.3688316345214844,0.18854063749313354,-0.4273581802845001,0.0043940297327935696,0.08496637642383575,0.0,0.0,-1.0544072142275047,-0.7087078627862735
5.0,-1.8561343246519186,0.012238502502441406,1.358616590499878,0.18852779269218445,-0.45402759313583374,0.00864096637815237,0.08494652807712555,0.0,0.0,-1.0864973704770327,-0.10406568298791471
6.0,-1.8178184200057501,0.014166546054184437,1.3478015661239624,0.1885150820016861,-0.4806970953941345,0.012887606397271156,0.08494051545858383,0.0,0.0,-0.6694578534933382,0.11084183744993333
7.0,-1.7765304093099985,0.016094494611024857,1.3363866806030273,0.18850268423557281,-0.5073665976524353,0.017133576795458794,0.08492707461118698,0.0,0.0,-1.0312477684982841,0.20505953888625267
8.0,-1.7328336740030466,0.01802234724164009,1.3243720531463623,0.18849016726016998,-0.5340362191200256,0.02137889340519905,0.08491417020559311,0.0,0.0,-0.8213141543042627,0.41059261974079875
9.0,-1.7693557228732846,0.020003128796815872,1.3117616176605225,0.19513769447803497,-0.5605124831199646,0.02428719773888588,0.05817142874002457,0.0,0.0,-0.8528398483407954,0.603874998036319
10.0,-1.4977537461740837,0.021983813494443893,1.298551082611084,0.1951296180486679,-0.5871816277503967,0.027195634320378304,0.058173973113298416,0.0,0.0,-0.8439380953221154,-0.12738911265646113
11.0,-1.4495471563179763,0.023964310064911842,1.2847408056259155,0.1951213777065277,-0.6138507127761841,0.030103320255875587,0.05815882235765457,0.0,0.0,-0.6608193177816977,-0.36049597701598635
12.0,-1.4000683357911612,0.025944804772734642,1.270330548286438,0.19511279463768005,-0.6405198574066162,0.0330105684697628,0.058150339871644974,0.0,0.0,-0.3425608434671887,-0.20599051721889322
13.0,-0.38313124300968293,0.028022194281220436,1.2556743621826172,0.20430240035057068,-0.6514613032341003,0.036411553621292114,0.06802587956190109,0.0,0.0,0.24756488057978157,-0.07824544032243631
14.0,1.951862089074325,0.030044173821806908,1.2412227392196655,0.1989406794309616,-0.6423773169517517,0.039643846452236176,0.06465145200490952,0.0,0.0,0.27841041906706415,0.02566863817967588
15.0,1.1665486137715164,0.03202104568481445,1.2267946004867554,0.19455865025520325,-0.6413378119468689,0.04274173825979233,0.061963461339473724,0.0,0.0,0.2590641353642482,-0.07810643500797615
16.0,1.3481682162483708,0.0339323990046978,1.2124147415161133,0.1882251650094986,-0.6391932964324951,0.045618936419487,0.0575491301715374,0.0,0.0,0.22183519635131882,0.29772558701257734
17.0,2.631742727229306,0.035875700414180756,1.1984773874282837,0.19112886488437653,-0.6195363402366638,0.048795185983181,0.06353089213371277,0.0,0.0,0.5760571728861679,0.40439688114597483
18.0,1.552312284044632,0.03785858303308487,1.184731125831604,0.1947648972272873,-0.6110619902610779,0.05227602645754814,0.06962309777736664,0.0,0.0,0.1149445552933365,0.30374623046901517
19.0,-1.5328098283981455,0.03989105299115181,1.170387864112854,0.20099715888500214,-0.637559175491333,0.05450386554002762,0.044560715556144714,0.0,0.0,-0.04102267815526309,0.7563288533181163
20.0,1.648197346404595,0.04200687259435654,1.1562808752059937,0.20879264175891876,-0.6270824074745178,0.05726226791739464,0.05517309159040451,0.0,0.0,0.5645440688791277,-0.037698347557844444
21.0,0.35901886303801006,0.04405917972326279,1.1419686079025269,0.20365850627422333,-0.6361584067344666,0.058818500488996506,0.031127503141760826,0.0,0.0,0.2625527338824091,0.5033271668365985
22.0,1.2273326171447478,0.04619894176721573,1.1277837753295898,0.21185609698295593,-0.630526602268219,0.060914136469364166,0.041916631162166595,0.0,0.0,0.6771265216812061,-0.12665761576858106
23.0,0.6722288151429325,0.04834480211138725,1.1135385036468506,0.21233554184436798,-0.6332112550735474,0.06313913315534592,0.044503871351480484,0.0,0.0,0.6648419575894247,0.2132471977157893
24.0,1.2451702031808112,0.05048799514770508,1.0993666648864746,0.21195633709430695,-0.629962146282196,0.06548373401165009,0.04689619317650795,0.0,0.0,0.6443202470924537,0.18614024149086558
25.0,1.1431904516211955,0.05271167680621147,1.0852934122085571,0.22127346694469452,-0.6255291104316711,0.06656905263662338,0.02170633152127266,0.0,0.0,0.5863454462461507,0.6907740650289652
26.0,3.9884669133396073,0.05478610843420029,1.071815848350525,0.20679661631584167,-0.5990336537361145,0.06721112877130508,0.012841461226344109,0.0,0.0,0.746076943694023,-0.14819934277592484
27.0,3.7451667107560693,0.05678367614746094,1.0589430332183838,0.19920898973941803,-0.5721489191055298,0.06774799525737762,0.01073727011680603,0.0,0.0,0.7661674404320399,-0.12390211602238145
28.0,-0.014230652679447064,0.05884561687707901,1.0458769798278809,0.20525899529457092,-0.5807561874389648,0.06866694241762161,0.018378846347332,0.0,0.0,0.35454502932606224,0.29959357561849354
29.0,0.6219742058995849,0.06096496433019638,1.032778024673462,0.21062152087688446,-0.5822380781173706,0.06997150182723999,0.02609141543507576,0.0,0.0,0.4866448313739275,0.1640586261993755
30.0,1.2841710168128315,0.06308126449584961,1.019766092300415,0.21017825603485107,-0.5783725380897522,0.07141023874282837,0.028774669393897057,0.0,0.0,0.5768475295848632,0.42418173415729066
31.0,3.4518662233275053,0.065038301050663,1.0072352886199951,0.19475330412387848,-0.5569757223129272,0.07235226780176163,0.018840264528989792,0.0,0.0,0.5042156713261032,0.35106902910261767
32.0,2.6769193786411813,0.06695632636547089,0.995079517364502,0.19201260805130005,-0.540246307849884,0.0721428394317627,-0.004188575316220522,0.0,0.0,0.31371570714040076,0.5396486458077098
33.0,1.795447392122793,0.06882095336914062,0.9830814003944397,0.18675141036510468,-0.5332397818565369,0.07185567915439606,-0.0057434020563960075,0.0,0.0,0.6885519956989876,0.3303105913886383
34.0,3.5598981638385054,0.07074002921581268,0.9717793464660645,0.19166044890880585,-0.5023282170295715,0.07210751622915268,0.005036445334553719,0.0,0.0,0.754838477755382,0.1397603381596838
35.0,-1.462205866158272,0.07271547615528107,0.9598782062530518,0.1987132579088211,-0.5288792848587036,0.07094745337963104,-0.023201096802949905,0.0,0.0,-0.03825069978143217,0.5866492975678522
36.0,1.8115829774715462,0.0746307373046875,0.94813472032547,0.19149111211299896,-0.5219347476959229,0.0709792822599411,0.0006365813896991313,0.0,0.0,0.5104806333213291,-0.5733707906627366
37.0,3.716519504849032,0.0763711929321289,0.9369192123413086,0.17458342015743256,-0.49843844771385193,0.07045194506645203,-0.01054699532687664,0.0,0.0,0.4851305016478389,0.24644675829398544
38.0,1.0188148936971744,0.07805585861206055,0.9256678223609924,0.16913151741027832,-0.5000321865081787,0.0697893276810646,-0.01325235515832901,0.0,0.0,0.2105501321755983,0.1443778457133467
39.0,0.12337096551746071,0.07979021221399307,0.9142563343048096,0.17378270626068115,-0.5071631073951721,0.0694512203335762,-0.006762316916137934,0.0,0.0,0.38425522936641676,0.2721302031887277
40.0,2.2621497018185552,0.08158349990844727,0.9032176733016968,0.179185688495636,-0.490614116191864,0.06959334015846252,0.002842073794454336,0.0,0.0,0.24809359121214206,0.043341439238050644
41.0,2.025208537210722,0.08328447490930557,0.8923795223236084,0.17020781338214874,-0.481688916683197,0.06948120146989822,-0.0022428478114306927,0.0,0.0,0.28836652498471366,0.3216716831265723
42.0,-0.22456417457598377,0.0850730910897255,0.881321132183075,0.1799577921628952,-0.4914378821849823,0.06839939206838608,-0.021636003628373146,0.0,0.0,0.021418140295780402,0.5370216793705441
43.0,2.2149978020231855,0.0867677703499794,0.8704897165298462,0.17082397639751434,-0.4813339412212372,0.0670585185289383,-0.026817142963409424,0.0,0.0,0.6054340864446427,-0.3113119409881352
44.0,0.45288847673310784,0.08835887908935547,0.8594344258308411,0.160865917801857,-0.49126747250556946,0.06531719863414764,-0.034826524555683136,0.0,0.0,0.24276825032284083,-0.1327381155851186
45.0,1.4735524156298936,0.08981828391551971,0.8483867049217224,0.14819076657295227,-0.4909129738807678,0.06309061497449875,-0.04453164339065552,0.0,0.0,0.646687195465522,-0.33536163998932833
46.0,3.6104378596683833,0.09120120853185654,0.8379316926002502,0.13919396698474884,-0.46462947130203247,0.06219964474439621,-0.0178193561732769,0.0,0.0,0.7352054488334606,-0.6415161486079326
47.0,-0.41507772571449664,0.0926724448800087,0.8272222876548767,0.1475425809621811,-0.47595393657684326,0.06178262084722519,-0.008340686559677124,0.0,0.0,0.1895771296771176,0.1923160761427743
48.0,0.8330889639837948,0.09413633495569229,0.8165030479431152,0.14672887325286865,-0.4763980209827423,0.06144421920180321,-0.006767979823052883,0.0,0.0,0.5392039586712251,0.3619525488625598
49.0,0.685251272933948,0.0954957976937294,0.8056623339653015,0.13667680323123932,-0.4817754328250885,0.06071419268846512,-0.014600242488086224,0.0,0.0,0.45444164401248743,0.3392004043473034
50.0,2.061106289171488,0.09686851501464844,0.7951057553291321,0.13778848946094513,-0.46916526556015015,0.06021181121468544,-0.010047852993011475,0.0,0.0,0.34396549833271445,0.25553487550291604
51.0,1.1542986910574995,0.09833183139562607,0.7846648693084717,0.14779457449913025,-0.46398404240608215,0.05876496061682701,-0.02893715165555477,0.0,0.0,0.29755507242165063,0.5539223563767846
52.0,3.167947925498703,0.09965944290161133,0.7746576070785522,0.13466408848762512,-0.4446974992752075,0.056878749281167984,-0.037724144756793976,0.0,0.0,0.5209012410332894,-0.26540903987251135
53.0,0.3988904634574897,0.10101823508739471,0.7645607590675354,0.13654062151908875,-0.4487238824367523,0.05622903257608414,-0.012994542717933655,0.0,0.0,0.29611120366841637,-0.5173763312267595
54.0,-1.4501331717061987,0.1023770347237587,0.7538639903068542,0.13654062151908875,-0.47539061307907104,0.05557931214570999,-0.012994533404707909,0.0,0.0,-0.004613703915796075,0.24044371880248225
55.0,1.6847600796367828,0.10374756157398224,0.7433681488037109,0.13752225041389465,-0.4664604365825653,0.05512135848402977,-0.009159011766314507,0.0,0.0,0.414252469089064,0.35773738904569125
56.0,-0.37908066208030616,0.10525789111852646,0.732657790184021,0.15232424437999725,-0.47596976161003113,0.05384164676070213,-0.025594200938940048,0.0,0.0,0.24298776900680552,0.5311666774854172
57.0,1.6805293634022462,0.10665120929479599,0.7220373749732971,0.14105960726737976,-0.47195741534233093,0.05213645473122597,-0.03410399705171585,0.0,0.0,0.5811117464853277,0.15165127552554425
58.0,0.4017819199808258,0.1080249771475792,0.7112674713134766,0.13912150263786316,-0.4786071181297302,0.05041339620947838,-0.034460969269275665,0.0,0.0,0.5482852283373125,0.015195591028595197
59.0,1.1462010857479612,0.10949039459228516,0.7006048560142517,0.14774084091186523,-0.4738483428955078,0.049223627895116806,-0.02379516512155533,0.0,0.0,0.40911474832973327,0.12396743022411907
60.0,1.963247874416345,0.11096944659948349,0.6902017593383789,0.148919016122818,-0.4623263478279114,0.048228055238723755,-0.01991160586476326,0.0,0.0,0.35602719204395283,0.27433031532719254
61.0,1.688788615084988,0.11243076622486115,0.6799818873405457,0.14710693061351776,-0.45418721437454224,0.047267038375139236,-0.019220568239688873,0.0,0.0,0.48448795687060897,0.49510579118027964
62.0,-0.026433317249885124,0.11399698257446289,0.6696330308914185,0.1570357084274292,-0.4599404036998749,0.046859439462423325,-0.00815234798938036,0.0,0.0,0.3505316832816494,0.3522468289030075
63.0,1.4086198704063086,0.1156252846121788,0.6594570875167847,0.164428249001503,-0.4522194564342499,0.045274101197719574,-0.03170652687549591,0.0,0.0,0.25782245170444273,0.6237839014041379
64.0,0.9046463602545713,0.11719055473804474,0.6492223143577576,0.158348947763443,-0.45482081174850464,0.0434734933078289,-0.03601215034723282,0.0,0.0,0.4292213156488859,0.13489879068749522
65.0,2.3122396407945134,0.11884107440710068,0.639409601688385,0.1663433313369751,-0.4360855221748352,0.042204469442367554,-0.025380685925483704,0.0,0.0,0.576708692627353,0.22164879857762576
66.0,1.0802555847455437,0.1203891783952713,0.6295498013496399,0.1564946472644806,-0.43817058205604553,0.040533557534217834,-0.03341817110776901,0.0,0.0,0.15082405309220714,0.20045222106639815
67.0,1.4143268694482458,0.12183666229248047,0.6197293400764465,0.14683544635772705,-0.4364061951637268,0.03847832605242729,-0.04110454022884369,0.0,0.0,0.40615551756037693,0.3318320087737892
68.0,2.0680301050249654,0.12324981391429901,0.6101560592651367,0.14345036447048187,-0.4254296123981476,0.03636461868882179,-0.042274173349142075,0.0,0.0,0.3525117073744806,0.22670212857927471
69.0,0.7083935961610848,0.12473821640014648,0.6005980372428894,0.15055257081985474,-0.4247579276561737,0.03466792032122612,-0.03393394872546196,0.0,0.0,0.3276078942390963,0.11396308434993935
70.0,1.548390266381324,0.12616682052612305,0.5911530256271362,0.14477281272411346,-0.4197327792644501,0.03277105838060379,-0.03793702647089958,0.0,0.0,0.34155203594324907,0.3478701284087097
71.0,2.414731101290144,0.12749405205249786,0.5819884538650513,0.13503269851207733,-0.4072677493095398,0.03049538843333721,-0.04551345854997635,0.0,0.0,0.15618110393834508,0.21057073120962122
72.0,0.2652411373259696,0.12875385582447052,0.5726072788238525,0.12856914103031158,-0.41689032316207886,0.027944138273596764,-0.05102524906396866,0.0,0.0,0.058956076155657636,0.04028168969099965
73.0,2.756120958578825,0.12993422150611877,0.5635986924171448,0.12090499699115753,-0.4003297984600067,0.02510926127433777,-0.0566972978413105,0.0,0.0,0.2479677718989825,0.08756414387160857
74.0,-1.367253821440002,0.13111457228660583,0.5539902448654175,0.12090501934289932,-0.4269971549510956,0.022274401038885117,-0.056697241961956024,0.0,0.0,-0.09420781146071527,-0.1891590238198344
75.0,0.3851503509840171,0.132365420460701,0.5442891716957092,0.12759312987327576,-0.4311237633228302,0.01980077475309372,-0.04947272688150406,0.0,0.0,0.29313735254203677,-0.20135386426629126
76.0,0.5581815396763006,0.13355903327465057,0.5344441533088684,0.12210401147603989,-0.4375215172767639,0.01709013618528843,-0.0542125403881073,0.0,0.0,0.1798438664091049,0.17606732249427637
77.0,2.422078742478257,0.134772390127182,0.5249581933021545,0.12393122911453247,-0.4215750992298126,0.014521478675305843,-0.05137326568365097,0.0,0.0,0.3814956748710553,0.4909376681027477
78.0,0.45399373579859914,0.1358988732099533,0.5152822136878967,0.11564461141824722,-0.4300194978713989,0.011570071801543236,-0.05902792885899544,0.0,0.0,0.07173332910552653,0.008732988546018228
79.0,-0.48726014539017226,0.13712748885154724,0.5053190588951111,0.12536361813545227,-0.4427880048751831,0.009102152660489082,-0.04935874789953232,0.0,0.0,0.16880202334609906,0.13452876534116995
80.0,2.4701037609810697,0.13842372596263885,0.4957672953605652,0.1317753940820694,-0.4245128929615021,0.006975481752306223,-0.04253329709172249,0.0,0.0,0.32551826976402504,0.4057752820713337
81.0,0.08765588557766649,0.13979586958885193,0.4860726594924927,0.13900846242904663,-0.43086254596710205,0.005210313480347395,-0.03530363738536835,0.0,0.0,0.07028486427312493,0.364565387772901
82.0,0.11348956277283606,0.14110346138477325,0.47612330317497253,0.13379769027233124,-0.44218572974205017,0.0022058216854929924,-0.06008973717689514,0.0,0.0,0.09478023016652155,0.5276935080644544
83.0,3.209658034323607,0.14234104752540588,0.4667123258113861,0.12711957097053528,-0.4182642102241516,-0.0011143137235194445,-0.06640282273292542,0.0,0.0,0.6541014035302921,-0.03780304289590328
84.0,0.8714980488646489,0.14362382888793945,0.45745718479156494,0.13143578171730042,-0.4113435745239258,-0.004227457568049431,-0.06226293370127678,0.0,0.0,0.3046096017797358,-0.20049550617324258
85.0,-0.7819617975380367,0.14498940110206604,0.4479796290397644,0.1393275409936905,-0.42123886942863464,-0.006962651386857033,-0.054703760892152786,0.0,0.0,0.2325729507777051,-0.3820534790035408
86.0,1.4758545761223787,0.1462940275669098,0.4387344419956207,0.1335352063179016,-0.4109126329421997,-0.009997458197176456,-0.060696136206388474,0.0,0.0,0.4664856046750156,-0.09149596969376148
87.0,2.6269580988607855,0.14760227501392365,0.43006160855293274,0.13391903042793274,-0.38548383116722107,-0.013051182962954044,-0.06107445806264877,0.0,0.0,0.6368334325910967,-0.350641118420702
88.0,1.4583899634890831,0.14881181716918945,0.4215678870677948,0.1231205090880394,-0.37751901149749756,-0.015188771300017834,-0.042751871049404144,0.0,0.0,0.16025486376123516,-0.5238793984184574
89.0,-1.94186204819961,0.15002135932445526,0.4124741852283478,0.1231205016374588,-0.40418606996536255,-0.01732635870575905,-0.04275185614824295,0.0,0.0,-0.19214632984279173,-0.2996704185300928
90.0,0.9122233631788277,0.15119056403636932,0.40347713232040405,0.11931563913822174,-0.39990249276161194,-0.01968737691640854,-0.047220662236213684,0.0,0.0,0.16772579693993678,0.03271024784193169
91.0,-1.9427627961405562,0.1523597687482834,0.39388003945350647,0.11931563913822174,-0.4265696406364441,-0.022048411890864372,-0.047220684587955475,0.0,0.0,-0.030948060825076645,-0.3609729048320087
92.0,2.216148405894299,0.15361090004444122,0.38476911187171936,0.12719210982322693,-0.4049610197544098,-0.0241044033318758,-0.041120100766420364,0.0,0.0,0.5206940307352455,-0.06365552585088338
93.0,-0.10562580778159258,0.1548570692539215,0.3755263090133667,0.12676478922367096,-0.41082701086997986,-0.026217486709356308,-0.04226172715425491,0.0,0.0,0.043627691132039084,-0.2806741968341794
94.0,1.835288011308799,0.1560986489057541,0.3666315972805023,0.1263972818851471,-0.39536252617836,-0.02842852473258972,-0.044220633804798126,0.0,0.0,0.34926537801353236,-0.40061055723335687
95.0,0.10894293580164005,0.15741100907325745,0.357692688703537,0.13194595277309418,-0.397301584482193,-0.029136482626199722,-0.014158854261040688,0.0,0.0,0.41840259926358647,-0.6469768657559027
